Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
19-May-2023,662.60,694.00,659.85,688.15,676.093353580108237039,288441,8651,195013043.00,48850,16.94,34.15,25.55
18-May-2023,688.00,689.00,661.15,663.90,672.414006865906450722,191963,5743,129078610.00,55644,28.99,27.85,-24.10
17-May-2023,689.00,691.95,682.85,684.45,686.967324644526732172,102891,3207,70682755.00,25491,24.77,9.10,-4.55
16-May-2023,694.00,698.70,685.05,686.65,692.671930671588429782,163627,6172,113339830.00,65451,40.00,13.65,-7.35
15-May-2023,699.55,701.00,687.50,694.10,695.148252293672133166,146163,4787,101604954.00,31900,21.82,13.50,-5.45
12-May-2023,711.15,711.70,695.10,699.90,701.159159073482997806,280405,9084,196608534.00,97220,34.67,16.60,-11.25
11-May-2023,693.00,714.10,692.45,708.80,705.740876596258221464,629754,18266,444443140.00,266841,42.37,21.65,15.80
10-May-2023,690.60,692.25,685.55,691.05,689.617446331596019973,219496,7884,151368271.00,84113,38.32,6.70,0.45
9-May-2023,682.10,695.85,682.10,690.85,690.828011085717831253,193402,5067,133607519.00,47491,24.56,13.75,8.75
8-May-2023,684.30,690.35,678.60,685.05,684.819221740149717232,311387,10121,213243803.00,117822,37.84,11.75,0.75
5-May-2023,682.60,693.40,677.45,684.20,684.882253917855252905,239991,5776,164365577.00,51299,21.38,15.95,1.60
4-May-2023,671.30,681.70,666.65,679.60,674.535262507285642001,468387,9235,315943548.00,136015,29.04,15.05,8.30
3-May-2023,663.75,684.80,657.00,669.85,671.779565038529181955,362193,6478,243313856.00,42345,11.69,27.80,6.10
2-May-2023,681.20,685.70,672.50,681.35,679.596428571428571428,361200,6976,245470230.00,68658,19.01,13.20,0.15
28-April-2023,667.00,683.00,661.60,681.20,675.055119956026901189,742272,16237,501074514.00,282775,38.10,21.40,14.20
27-April-2023,667.00,667.90,657.10,659.75,661.532719912274192617,363861,9258,240705957.00,148896,40.92,10.80,-7.25
26-April-2023,670.00,671.25,662.10,664.70,665.747958547137538987,248475,6085,165421724.00,111665,44.94,9.15,-5.30
25-April-2023,674.50,682.45,669.00,671.40,675.658355994811454307,303746,7934,205228523.00,94894,31.24,13.45,-3.10
24-April-2023,666.80,672.60,656.00,670.95,665.476348711769634099,424924,10177,282776872.00,155883,36.68,16.60,4.15
21-April-2023,663.30,670.30,658.60,661.80,663.283786355505048582,183913,6251,121986511.00,60472,32.88,11.70,-1.50
20-April-2023,661.30,678.40,661.30,666.25,668.168465849780789799,622690,13212,416061822.00,195544,31.40,17.10,4.95
19-April-2023,658.40,665.00,655.00,658.45,659.906580449411199230,266304,4735,175735762.00,70112,26.33,10.00,0.05
18-April-2023,666.20,671.40,651.00,658.40,661.243420430548113594,317270,10334,209792700.00,74527,23.49,20.40,-7.80
17-April-2023,665.95,666.70,658.20,664.90,662.531892981329317180,361208,9197,239311820.00,121741,33.70,8.50,-1.05
13-April-2023,661.70,664.90,653.65,661.65,659.193076341510069865,219566,4703,144736387.00,37252,16.97,11.25,-0.05
12-April-2023,652.05,661.95,650.05,657.50,656.082192283690026063,190687,5266,125106345.00,46125,24.19,11.90,5.45
11-April-2023,654.00,660.20,647.65,653.85,654.365132802254800258,204364,5034,133728676.00,41531,20.32,12.55,-0.15
10-April-2023,645.00,656.70,643.00,651.90,651.164373797134507092,491015,11149,319731475.00,133757,27.24,13.70,6.90
6-April-2023,636.05,651.40,631.60,641.80,642.543600377002827521,344825,8112,221565097.00,48830,14.16,19.80,5.75
5-April-2023,625.80,639.55,625.25,636.50,634.150084591118301971,270714,7472,171673306.00,45289,16.73,14.30,10.70
3-April-2023,640.80,640.80,622.15,627.75,627.100279807301815580,268399,6651,168313088.00,39345,14.66,18.65,-13.05
31-March-2023,640.35,654.75,628.10,631.80,638.997949227572499774,553450,12147,353653415.00,78470,14.18,26.65,-8.55
29-March-2023,590.00,642.85,590.00,636.50,621.318265741792824784,1419581,26476,882011605.00,240598,16.95,52.85,46.50
28-March-2023,622.25,627.85,571.35,593.50,596.252496792547553968,1792700,41535,1068901851.00,284541,15.87,56.50,-28.75
27-March-2023,635.25,644.90,625.20,629.10,632.420549712602237376,776624,16166,491152977.00,174746,22.50,19.70,-6.15
24-March-2023,658.80,660.65,635.00,638.20,648.741501818104718591,754632,17721,489561097.00,165136,21.88,25.65,-20.60
23-March-2023,655.60,667.10,652.15,654.95,659.413683606597730444,528121,12814,348250214.00,104783,19.84,14.95,-0.65
22-March-2023,674.90,674.90,654.50,657.30,662.212208323941444014,323861,8102,214464708.00,75465,23.30,20.40,-17.60
21-March-2023,671.00,674.15,661.10,664.75,667.119970195139255141,532799,13449,355440853.00,118858,22.31,13.05,-6.25
20-March-2023,672.90,676.90,659.50,666.75,666.908542485091612767,360703,8386,240555912.00,62665,17.37,17.40,-6.15
17-March-2023,688.00,691.00,671.50,680.10,678.904965213038399872,551356,10230,374318326.00,91993,16.68,19.50,-7.90
16-March-2023,686.70,692.20,675.20,679.15,681.433572353517879669,597718,11820,407305112.00,79966,13.38,17.00,-7.55
15-March-2023,654.25,688.00,654.25,679.10,673.301779173664909916,915706,17190,616546479.00,112001,12.23,33.75,24.85
14-March-2023,683.95,684.75,638.80,654.20,659.016792730171440919,1101429,19912,725860207.00,129035,11.72,45.95,-29.75
13-March-2023,686.00,710.55,677.50,680.95,692.747671484955474337,1095548,28436,758938326.00,313597,28.62,33.05,-5.05
10-March-2023,684.00,701.40,681.25,697.85,692.626958095876634260,745750,13653,516526554.00,90798,12.18,20.15,13.85
9-March-2023,712.75,716.85,685.60,697.20,699.486127715798783151,1876980,46160,1312921472.00,463963,24.72,31.25,-15.55
8-March-2023,700.00,719.00,682.00,712.75,701.436620286593679652,1313567,23259,921383997.00,184702,14.06,37.00,12.75
6-March-2023,698.00,722.80,681.20,690.50,701.232745241874057505,2275213,50146,1595453858.00,401345,17.64,41.60,-7.50
3-March-2023,660.00,694.00,650.20,684.35,675.218167603009307664,4303980,77910,2906125489.00,938163,21.80,43.80,24.35
2-March-2023,602.15,625.00,585.00,623.20,610.859707071861076202,2188250,46796,1336713754.00,615224,28.11,40.00,21.05
1-March-2023,597.00,615.85,595.00,602.15,605.574698114995974172,1920102,39393,1162765189.00,350031,18.23,20.85,5.15
28-February-2023,562.05,614.60,552.00,592.60,587.539060253630436948,2469262,54522,1450787875.00,578458,23.43,62.60,30.55
27-February-2023,556.10,571.95,553.05,562.00,562.542332607672054826,868633,22159,488642834.00,216239,24.89,18.90,5.90
24-February-2023,555.70,565.90,543.50,558.95,554.779447986377856096,757590,24144,420295362.00,227099,29.98,22.40,3.25
23-February-2023,538.05,558.00,533.65,552.10,547.765431559605723288,618246,16289,338653787.00,181756,29.40,24.35,14.05
22-February-2023,583.30,583.30,540.00,546.85,559.568171725258545099,970527,33422,543076019.00,303780,31.30,43.30,-36.45
21-February-2023,585.00,593.85,579.60,583.30,587.199939835525830122,541848,14691,318173113.00,251618,46.44,14.25,-1.70
20-February-2023,568.00,581.40,560.05,579.65,572.057877849936396269,970855,22199,555385251.00,333139,34.31,21.35,11.65
17-February-2023,578.80,585.75,569.25,578.80,577.639418612047579670,943260,24313,544864158.00,365336,38.73,16.50,0.00
16-February-2023,580.95,590.70,573.60,577.20,581.468699467935596728,604814,15164,351680410.00,122141,20.19,17.10,-3.75
15-February-2023,568.00,578.90,561.70,568.95,569.729194753566120068,795893,22172,453443478.00,141312,17.76,17.20,0.95
14-February-2023,549.00,581.00,538.45,565.10,560.316214610674557682,1079033,24230,604599686.00,136398,12.64,42.55,16.10
13-February-2023,587.05,596.15,537.55,553.20,562.921704077027800847,1318485,26589,742203823.00,228952,17.36,58.60,-33.85
10-February-2023,573.90,600.00,560.15,583.85,587.641072902866578346,677079,21808,397879430.00,136334,20.14,39.85,9.95
9-February-2023,590.00,590.00,545.95,582.05,573.199244527071113285,2400086,78385,1375727482.00,726485,30.27,44.05,-7.95
8-February-2023,565.00,605.00,564.25,599.45,590.976160142136012696,3111386,90492,1838754951.00,1114340,35.81,40.75,34.45
7-February-2023,549.50,598.70,543.00,553.30,572.515804243133735146,3416013,113921,1955721430.00,975130,28.55,55.70,3.80
6-February-2023,499.00,548.70,476.95,546.05,518.980700406063660490,2744151,91207,1424161408.00,831553,30.30,71.75,47.05
3-February-2023,458.00,506.90,394.95,498.85,449.076784661889653533,4335345,117813,1946902793.00,816851,18.84,111.95,40.85
2-February-2023,504.95,519.00,423.00,462.00,462.288163740322147057,7458395,124088,3447927729.00,1456330,19.53,96.00,-42.95
1-February-2023,630.00,630.00,459.60,492.15,530.540076026902865006,4150636,96703,2202078739.00,1631814,39.31,170.40,-137.85
31-January-2023,606.00,626.95,588.15,612.80,609.747689131211525296,1466548,28994,894224254.00,276198,18.83,38.80,6.80
30-January-2023,608.95,658.45,566.85,596.85,608.451151396374326310,3337035,81593,2030422788.00,611754,18.33,91.60,-12.10
27-January-2023,700.00,700.00,536.85,598.60,613.493897197078010141,2392753,53273,1467939363.00,511608,21.38,163.15,-101.40
25-January-2023,753.00,757.15,706.00,712.90,719.974724568593534600,535342,14714,385432709.00,123727,23.11,51.15,-40.10
24-January-2023,769.45,774.15,758.10,760.85,766.780642724372036619,100603,5603,77140433.00,37344,37.12,16.05,-8.60
23-January-2023,779.50,779.50,762.50,769.05,769.037283912667146636,123619,5849,95067620.00,39938,32.31,17.00,-10.45
20-January-2023,776.05,786.50,773.00,774.45,780.086156384899613761,83627,4345,65236265.00,22209,26.56,13.50,-1.60
19-January-2023,780.55,783.90,771.65,776.05,777.382719850513329582,94189,3058,73220901.00,31300,33.23,12.25,-4.50
18-January-2023,785.00,795.65,776.65,786.20,787.176442199212776092,159548,5467,125592427.00,44903,28.14,19.00,1.20
17-January-2023,788.00,792.70,778.45,785.15,787.308372641509433962,161120,2816,126851125.00,82610,51.27,14.25,-2.85
16-January-2023,795.85,797.35,784.45,786.95,789.239179468963679957,112610,5700,88876224.00,35971,31.94,12.90,-8.90
13-January-2023,797.75,800.00,785.90,794.85,792.123430233308523956,232439,5243,184120378.00,45641,19.64,14.10,-2.90
12-January-2023,798.95,799.45,786.00,793.00,793.172266604660432825,60209,2756,47756109.00,13067,21.70,13.45,-5.95
11-January-2023,800.00,803.35,789.15,796.25,796.694215208322862743,99485,3604,79259124.00,21003,21.11,14.20,-3.75
10-January-2023,818.85,820.75,782.00,796.30,801.854518312284204452,218378,9395,175107386.00,60674,27.78,38.75,-22.55
9-January-2023,810.00,820.35,809.45,816.90,815.493838213608594902,56964,2514,46453791.00,15362,26.97,10.90,6.90
6-January-2023,819.00,824.55,803.60,806.00,811.326650902689081431,115876,5179,94013287.00,33524,28.93,20.95,-13.00
5-January-2023,813.05,821.80,797.50,819.95,812.497861839584323222,130486,5312,106019596.00,31287,23.98,24.30,6.90
4-January-2023,819.75,822.00,807.10,810.15,814.073511666079552694,133421,5309,108614502.00,31230,23.41,14.90,-9.60
3-January-2023,822.00,826.00,818.00,820.75,822.014999288934991927,119539,3886,98262851.00,32747,27.39,8.00,-1.25
2-January-2023,821.70,826.50,816.90,822.40,822.845851839500371386,65969,2181,54282318.00,21459,32.53,9.60,0.70
30-December-2022,824.95,826.50,815.45,817.90,821.129177172572091400,203457,6799,167064479.00,64144,31.53,11.05,-7.05
29-December-2022,806.00,822.70,799.50,819.70,809.202087168656328706,88541,3157,71647562.00,18310,20.68,23.20,13.70
28-December-2022,816.70,817.15,808.55,810.30,812.713931700106514792,92006,3017,74774558.00,16431,17.86,8.60,-6.40
27-December-2022,807.60,821.00,798.10,817.00,809.729620606374489359,189223,7263,153219468.00,49094,25.94,22.90,9.40
26-December-2022,794.50,811.95,785.10,806.05,803.028487598599623604,391609,14825,314473183.00,115212,29.42,26.85,11.55
23-December-2022,849.35,852.35,790.85,794.40,817.595313341121238643,273073,9370,223263205.00,56645,20.74,61.50,-54.95
22-December-2022,863.00,873.60,845.50,856.65,857.162618629074650824,176917,5555,151646639.00,38460,21.74,28.10,-6.35
21-December-2022,885.45,893.30,851.30,857.30,871.334390394552494011,132758,4333,115676611.00,33596,25.31,42.00,-28.15
20-December-2022,892.95,894.00,871.35,884.15,881.191759209933204933,146418,5461,129022335.00,35271,24.09,22.65,-8.80
19-December-2022,861.00,895.50,860.00,892.95,878.604768871176579394,118938,3990,104499494.00,28141,23.66,35.50,31.95
16-December-2022,880.00,890.90,854.85,860.20,870.933371555115956427,228491,8418,199000437.00,72953,31.93,36.05,-19.80
15-December-2022,898.20,906.80,880.25,883.95,894.668296694889319596,156848,5588,140326933.00,55295,35.25,26.55,-14.25
14-December-2022,899.95,908.45,891.80,901.75,901.248600847760050830,229782,7017,207090706.00,104195,45.35,16.65,1.80
13-December-2022,884.00,897.70,881.50,895.50,890.444978645820325182,80078,2274,71305053.00,19814,24.74,16.20,11.50
12-December-2022,889.00,895.15,878.50,881.10,885.193990573448546739,76380,2644,67611117.00,19561,25.61,16.65,-7.90
9-December-2022,894.25,912.05,882.60,890.45,900.135703086330103648,337391,4985,303697685.00,196535,58.25,29.45,-3.80
8-December-2022,888.50,898.30,887.80,892.60,893.089881492719201163,80417,2773,71819609.00,16418,20.42,10.50,4.10
7-December-2022,898.90,902.70,884.75,886.30,893.531822403864016347,161490,5331,144296454.00,43330,26.83,17.95,-12.60
6-December-2022,892.95,902.40,886.20,896.45,896.163414326020128858,118735,3355,106405963.00,25405,21.40,16.20,3.50
5-December-2022,889.55,896.45,878.70,892.95,887.795505477379503338,175814,6804,156086879.00,55542,31.59,17.75,3.40
2-December-2022,891.30,903.50,884.10,888.30,893.983188881282372544,154838,3635,138422569.00,33453,21.61,19.40,-3.00
1-December-2022,882.25,896.00,882.00,890.15,888.421386856348813028,205818,5902,182853113.00,86036,41.80,14.00,7.90
30-November-2022,877.75,884.05,873.05,881.25,879.658764007957521718,139742,4286,122925275.00,37240,26.65,11.00,3.50
29-November-2022,879.20,891.50,875.25,878.20,881.433792207530639167,198602,5327,175054514.00,58324,29.37,16.25,-1.00
28-November-2022,877.00,885.10,873.35,879.25,880.440720265360922445,94965,2157,83611053.00,14022,14.77,11.75,2.25
25-November-2022,875.00,881.30,872.00,878.75,876.780003902946724777,107611,2310,94351173.00,18956,17.62,9.30,3.75
24-November-2022,871.00,882.05,868.50,876.20,876.254471934025006650,93975,2684,82346014.00,21801,23.20,13.55,5.20
23-November-2022,882.05,887.40,869.30,872.70,877.642073154124792330,146868,4762,128897536.00,46644,31.76,18.10,-9.35
22-November-2022,873.00,885.65,870.20,882.60,879.587193926986879202,137263,2660,120734777.00,17048,12.42,15.45,9.60
21-November-2022,884.25,891.85,869.40,871.50,875.851973895918341077,155378,3558,136088128.00,26799,17.25,22.45,-12.75
18-November-2022,890.40,894.95,879.60,888.70,888.593901918276179214,121776,3020,108209411.00,,,15.35,-1.70
17-November-2022,884.00,897.45,880.50,890.40,890.041072327929865894,234294,7276,208531283.00,68740,29.34,16.95,6.40
16-November-2022,910.00,916.00,874.85,887.95,897.116968914069249684,481504,8643,431965409.00,74276,15.43,41.15,-22.05
15-November-2022,896.00,915.50,895.05,906.75,906.885831559495108473,609319,11845,552582768.00,211304,34.68,20.45,10.75
14-November-2022,892.25,907.80,884.95,895.45,901.026952340318277819,658607,5770,593422658.00,406724,61.76,22.85,3.20
11-November-2022,906.80,907.40,890.45,894.40,898.452335920284953728,711133,17254,638919105.00,398076,55.98,16.95,-12.40
10-November-2022,890.05,897.95,876.10,893.60,884.941801104840963554,672676,15358,595279111.00,312564,46.47,21.85,3.55
9-November-2022,857.00,900.75,857.00,891.20,886.850057704368090783,1077908,24432,955942772.00,449809,41.73,43.75,34.20
7-November-2022,867.95,868.00,846.00,853.00,856.904852731617687670,271579,6990,232717363.00,54749,20.16,22.00,-14.95
4-November-2022,836.00,867.00,832.00,861.15,858.164624439440207170,1551574,9282,1331505919.00,1210818,78.04,35.00,25.15
3-November-2022,829.90,837.85,823.55,832.45,831.606543340618733241,576953,7263,479797890.00,377275,65.39,14.30,2.55
2-November-2022,854.70,854.75,830.10,833.90,837.530602643641724656,397482,9543,332903339.00,88244,22.20,24.65,-20.80
1-November-2022,829.00,844.90,823.55,841.75,833.515546502828606765,299971,6600,250030492.00,46194,15.40,21.35,12.75
31-October-2022,821.10,830.75,819.45,823.05,823.854546001202645820,166300,3551,137007011.00,39404,23.69,11.30,1.95
28-October-2022,824.40,834.50,817.50,820.20,823.991138947347222362,198622,5303,163662768.00,28164,14.18,17.00,-4.20
27-October-2022,801.50,823.95,794.85,820.70,804.369524134305241769,351885,5118,283045570.00,177188,50.35,29.10,19.20
25-October-2022,808.70,812.55,797.00,800.30,804.481444483618652146,765810,4780,616079935.00,672557,87.82,15.55,-8.40
24-October-2022,808.00,809.70,802.05,805.30,806.768451984097587475,40497,3074,32671702.00,,,7.65,-2.70
21-October-2022,822.55,824.35,799.50,801.80,808.687355102361585916,203592,5664,164642276.00,70711,34.73,24.85,-20.75
20-October-2022,800.05,822.00,795.30,819.90,811.523802148512520599,161414,4200,130991303.00,37497,23.23,26.70,19.85
19-October-2022,814.95,823.50,801.25,804.90,810.377631134655506682,447193,9326,362395204.00,95105,21.27,22.25,-10.05
18-October-2022,792.90,814.95,789.95,810.00,806.228098213876453421,327245,8885,263834114.00,111137,33.96,25.00,17.10
17-October-2022,780.55,790.00,771.60,786.55,780.949289861397296446,905105,7286,706841107.00,739279,81.68,18.40,6.00
14-October-2022,805.95,805.95,778.35,780.25,790.325418472985378151,227673,7183,179935759.00,68158,29.94,27.60,-25.70
13-October-2022,806.00,811.70,776.95,784.85,787.804041676427778652,260387,6089,205133931.00,57731,22.17,34.75,-21.15
12-October-2022,801.00,806.05,786.30,803.50,798.348711745370653927,195924,4599,156415673.00,29946,15.28,19.75,2.50
11-October-2022,814.90,820.00,793.90,797.05,807.988350278015761103,824054,4630,665826032.00,705030,85.56,26.10,-17.85
10-October-2022,806.00,813.85,799.30,807.85,806.030466864096757335,160732,5950,129554889.00,48493,30.17,14.55,1.85
7-October-2022,822.90,826.00,806.50,816.80,814.432233037944366510,233816,5508,190427287.00,57835,24.74,19.50,-6.10
6-October-2022,832.50,835.00,822.30,824.00,826.950283355335613790,274214,10019,226761345.00,75024,27.36,12.70,-8.50
4-October-2022,803.00,826.00,790.00,823.05,811.559338307209389257,390574,9343,316973977.00,94721,24.25,36.00,20.05
3-October-2022,823.80,834.60,772.80,785.45,805.276590481261500257,848894,22251,683594466.00,206235,24.29,61.80,-38.35
30-September-2022,821.10,830.00,801.00,821.05,817.806459067918598048,302892,7485,247707034.00,43506,14.36,29.00,-0.05
29-September-2022,841.95,847.55,813.30,816.25,827.799454057397749263,352418,11079,291731428.00,67906,19.27,34.25,-25.70
28-September-2022,836.90,846.90,823.30,827.55,836.493799217871109444,224004,5639,187377957.00,23219,10.37,23.60,-9.35
27-September-2022,860.00,875.00,833.95,844.00,851.470360461457596353,549823,16502,468157988.00,79550,14.47,41.05,-16.00
26-September-2022,910.00,910.00,855.00,863.65,878.434809337714656296,414791,10316,364366853.00,,,55.00,-46.35
23-September-2022,947.50,951.30,910.15,913.75,926.172245848068400555,335085,14102,310346427.00,82778,24.70,41.15,-33.75
22-September-2022,934.90,953.15,928.00,946.95,942.397362170455718985,338915,8030,319392602.00,31033,9.16,25.15,12.05
21-September-2022,972.55,976.40,917.05,932.55,941.604230028451485312,580989,13038,547061700.00,75930,13.07,59.35,-40.00
20-September-2022,973.85,987.90,967.00,969.40,978.266538800369031846,288322,7989,282055765.00,57046,19.79,20.90,-4.45
19-September-2022,945.00,972.80,935.45,959.50,946.980876459953741129,748397,8660,708717647.00,495897,66.26,37.35,14.50
16-September-2022,971.80,976.25,926.45,937.70,953.204808505712326693,561505,20776,535229266.00,157570,28.06,49.80,-34.10
15-September-2022,955.00,972.70,950.70,968.65,962.677225594334850784,284688,7982,274062654.00,42344,14.87,22.00,13.65
14-September-2022,930.10,958.95,930.10,947.75,950.422755150834736688,480990,13883,457143841.00,144532,30.05,28.85,17.65
13-September-2022,945.10,953.80,932.60,948.85,943.600576551893826672,601507,17501,567582352.00,183274,30.47,21.20,3.75
12-September-2022,915.00,941.40,911.00,938.65,932.209709322772065664,673909,20412,628224513.00,204982,30.42,30.40,23.65
9-September-2022,889.00,925.00,886.80,907.05,910.679642484053363984,1002249,27492,912727761.00,,,38.20,18.05
8-September-2022,878.00,888.10,867.00,885.25,879.479608038684364194,304826,11532,268088251.00,152835,50.14,21.10,7.25
7-September-2022,850.20,878.85,844.70,874.95,867.646248794297320399,255038,7497,221282764.00,41255,16.18,34.15,24.75
6-September-2022,853.00,858.50,843.95,850.20,851.717227344537965136,112037,3445,95423843.00,18590,16.59,14.55,-2.80
5-September-2022,855.80,864.95,845.00,849.90,855.506268521725743755,207864,4935,177828955.00,40262,19.37,19.95,-5.90
2-September-2022,842.80,861.00,838.00,851.55,851.723666902010330348,269110,6573,229207356.00,,,23.00,8.75
1-September-2022,842.35,846.30,831.60,837.80,839.707689845050582661,156180,6212,131145547.00,49974,32.00,14.70,-4.55
30-August-2022,845.00,860.20,838.90,842.35,849.577586160262686696,184859,4561,157052063.00,43953,23.78,21.30,-2.65
29-August-2022,820.95,844.00,813.85,833.90,831.978220399661524441,614520,4779,511267256.00,461302,75.07,30.15,12.95
26-August-2022,820.00,844.90,818.00,835.60,834.204632641530428920,925649,6280,772180684.00,712800,77.01,26.90,15.60
25-August-2022,841.00,842.00,812.55,815.95,829.966432915849705894,199928,6026,165933529.00,42238,21.13,29.45,-25.05
24-August-2022,827.05,837.60,817.10,836.05,826.528014052021811297,300028,9872,247981547.00,99052,33.01,20.50,9.00
23-August-2022,835.90,857.30,806.00,832.75,831.154711143311874955,673552,12237,559825918.00,56167,8.34,51.30,-3.15
22-August-2022,874.50,891.95,835.15,840.15,865.973074812553872997,861981,24378,746452337.00,194137,22.52,56.80,-34.35
19-August-2022,834.15,883.60,834.15,871.95,867.724072064499500099,1218242,31436,1057097909.00,296127,24.31,49.45,37.80
18-August-2022,825.00,836.60,820.45,833.55,831.340681971390685304,134991,3841,112223510.00,,,16.15,8.55
17-August-2022,828.80,832.30,821.00,824.05,826.896124125096087712,197736,7977,163507132.00,75395,38.13,11.30,-4.75
16-August-2022,795.00,826.10,790.85,824.50,816.959829147183824343,234822,6708,191840141.00,70671,30.10,35.25,29.50
12-August-2022,792.70,799.75,786.00,788.20,793.937458854509545753,53165,1723,42209685.00,13850,26.05,13.75,-4.50
11-August-2022,792.00,800.00,788.15,792.70,794.899473003877895992,110627,4314,87937344.00,42053,38.01,11.85,0.70
10-August-2022,802.10,808.00,778.45,790.85,788.855017068666405506,178690,4614,140960503.00,41875,23.43,29.55,-11.25
8-August-2022,820.95,823.00,795.85,801.25,809.567966531257863896,222536,6430,180158017.00,44883,20.17,27.15,-19.70
5-August-2022,808.00,818.55,805.50,810.00,813.117031161970542828,136673,6194,111131144.00,66104,48.37,13.05,2.00
4-August-2022,812.95,820.60,796.50,807.40,809.961605502107880229,148016,5021,119887277.00,42747,28.88,24.10,-5.55
3-August-2022,802.30,809.80,795.15,806.90,802.678380015208986963,219607,7503,176273791.00,89884,40.93,14.65,4.60
2-August-2022,801.90,810.10,796.00,802.30,805.178470823827347118,179273,4703,144346760.00,79407,44.29,14.10,0.40
1-August-2022,770.00,803.95,765.05,801.15,773.663879545984341121,1111063,14514,859589311.00,779495,70.16,38.90,31.15
29-July-2022,768.00,775.50,759.00,763.80,768.526427862492105025,166245,6232,127763676.00,73761,44.37,16.50,-4.20
28-July-2022,764.65,768.45,757.85,764.60,763.010052883111592821,137473,5611,104893281.00,57747,42.01,10.60,-0.05
27-July-2022,744.00,761.95,744.00,760.65,757.571074742056432852,146156,5509,110723558.00,94852,64.90,17.95,16.65
26-July-2022,751.00,753.50,745.10,749.25,748.920674458708564859,46971,1630,35177553.00,8275,17.62,8.40,-1.75
25-July-2022,757.90,757.90,746.30,749.60,749.775479950952581394,54641,1958,40968482.00,15627,28.60,11.60,-8.30
22-July-2022,755.10,765.00,751.55,754.00,757.603737370784984265,205278,5889,155519380.00,69505,33.86,13.45,-1.10
21-July-2022,746.00,756.80,741.75,754.40,753.200501918832031214,109181,2572,82235184.00,33431,30.62,15.05,8.40
20-July-2022,757.00,757.00,741.85,743.20,748.306912478989928400,75559,2205,56541322.00,17057,22.57,15.15,-13.80
19-July-2022,736.00,751.80,735.25,748.60,745.957156234418514149,82229,2678,61339311.00,18878,22.96,16.55,12.60
18-July-2022,738.80,742.40,732.50,739.65,731.606611611580322703,799805,2668,585142626.00,743991,93.02,9.90,0.85
15-July-2022,739.90,739.90,726.00,730.45,730.798282594758417034,154419,5490,112849140.00,40385,26.15,13.90,-9.45
14-July-2022,730.00,730.55,716.25,725.20,724.394168523359239311,171003,4827,123873576.00,63327,37.03,14.30,-4.80
